销售单号,商品编码,商品名称,单位,拣货数量,长cm,宽cm,高cm,计算规则（L/kg),规则体积推算L,规格体积L,规则体积补充,备注：长宽高为一组；计算规则为二组；规则体积推算为三组；规则体积L+规则体积补充为四组
TOWB69250629000403,631750,正大玉米黄鸡蛋,KG,10.0,,,,2.0,,,,
OM25062900004530,92,鲜牛腩,KG,6.0,,,,2.3,,,,
OM25062900005633,787523,[彩食鲜]莴笋杆,KG,6.02,,,,2.5,,,,
OM25062900004498,1295590,可可香长粒香米10kg,袋,1.0,52.0,30.0,9.0,,,,,
OM25062900005144,302984,红蜻蜓三级香菜油5L,瓶,1.0,18.0,18.0,36.0,,,,,
OM25062900004083,1589667,天友百特有机4.0g纯牛奶250ml*12,提,3.0,32.0,21.0,18.0,,,,,
OM25062900004509,1201518,干紫菜40g（包）,包,1.0,17.0,17.0,4.0,,,,,
TOWB69250629000402,874764,鹃宁红油豆瓣1kg,瓶,15.0,16.0,9.0,9.0,,,,,
OM25062900005745,1732410,百钻复合食用小苏打250g,包,20.0,18.0,13.0,1.0,,,,,
OM25062900004666,1440759,西瓜红红薯,KG,2.0,,,,2.5,,,,
OM25062900005778,429929,蓝月亮自然亮白增艳洗衣液3Kg,瓶,20.0,30.0,21.0,8.0,,,,,
OM25062900002642,317727,正大富硒蛋,KG,0.92,,,,2.0,,,,
OM25062900004813,1362222,[彩食鲜]牛心菜,KG,1.24,,,,4.0,,,,
OM25062900005627,2014685,大白豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062800003739,1084479,西兰花,KG,12.02,,,,5.0,,,,
OM25062900005911,951466,福临门麦芯多用途小麦粉2.5kg,包,1.0,34.0,16.5,8.5,,,,,
OM25062900004894,871801,庆美永川家乡豆豉150g,袋,1.0,18.0,12.0,1.5,,,,,
OM25062900004012,1179973,白面条（细面）,KG,10.04,,,,2.5,,,,
OM25062900001268,317727,正大富硒蛋,KG,21.0,,,,2.0,,,,
OM25062900004932,1130847,土豆（切片）1.5kg,袋,8.0,,,,,5.25,,,
OM25062900006023,1667759,莴笋（切条约4*1.5*1.5cm）1.5kg,袋,5.0,,,,,5.25,,,
OM25062900004929,1215327,莲藕（切片）1.5kg,袋,3.0,,,,,5.25,,,
OM25062900005900,1180410,热鲜牛柳,KG,1.61,,,,2.3,,,,
OM25062900005686,1483637,冷鲜五花肉(烧毛),KG,7.38,,,,1.5,,,,
OM25062900005778,28449,心相印经典四层卷筒卫生纸180克10粒BT810,提,4.0,54.0,22.0,12.0,,,,,
OM25062800003188,299193,天友纯鲜牛奶220ml,盒,40.0,4.0,4.0,20.0,,,,,
OM25062900007092,1182504,鲜纤排切块,KG,2.54,,,,2.8,,,,
OM25062700007802,1271536,[彩食鲜]空心菜,KG,9.98,,,,7.0,,,,
OM25062900001997,308912,天友大红枣酸牛奶160g,杯,28.0,8.0,8.0,12.0,,,,,
OM25062900003372,1362923,鲜梅花肉（去里脊）,KG,4.06,,,,1.8,,,,
OM25062800001089,2055362,厨老倌麻辣江湖菜调料4.5kg,桶,1.0,22.0,22.0,28.0,,,,,
OM25062900000330,1211346,长茄,KG,12.7,,,,4.5,,,,
OM25062900000330,852432,[彩食鲜]青椒,KG,9.43,,,,5.0,,,,
OM25062900003397,1362923,鲜梅花肉（去里脊）,KG,9.46,,,,1.8,,,,
OM25063000000175,1643191,[鲜伊品]可口鸡丁300g,盒,10.0,15.0,6.0,6.0,,,,,
OW25062700000082,2007066,[彩食鲜]西红柿（大）,KG,3.0,,,,2.5,,,,
OM25062700003714,1349855,鲜猪肉馅（前腿）,KG,0.54,,,,1.8,,,,
OM25062700004040,614,生姜湿,KG,1.1,,,,2.5,,,,
OM25062700005094,2021,心里美水萝卜,KG,2.5,,,,2.0,,,,
OM25062700005136,1174731,鲜猪肉馅(5肥5瘦),KG,3.0,,,,1.8,,,,
OM25062700007091,598149,牛浪汉散装牛肉干,KG,0.26,,,,6.0,,,,
OM25062700006632,1133453,香葱水洗,KG,1.5,,,,6.0,,,,
OM25062700007722,651529,油豆泡,KG,1.5,,,,2.5,,,,
OM25062700005018,1349737,冷鲜大肠去油,KG,3.52,,,,2.5,,,,
OM25062700006768,1084554,藕尖,KG,15.0,,,,2.5,,,,
OM25062800000711,1271528,[彩食鲜]大葱,KG,1.0,,,,4.5,,,,
OM25062800005133,1276876,糯玉米去皮,KG,11.1,,,,3.5,,,,
OW25062800000074,2031952,咸脆桃(100-150g),KG,4.47,,,,2.5,,,,
OM25062800004609,1491510,淡水鲈鱼(活杀)(杀后0.9-1.1斤/条),KG,15.0,,,,1.8,,,,
OM25062800002222,1141025,彩食鲜胡椒籽,KG,0.15,,,,3.0,,,,
OM25062700007768,1145009,晓蜜25号哈密瓜(1.5-2kg),KG,10.21,,,,2.5,,,,
OM25062800001089,1643147,鲜粉条（细）,KG,5.02,,,,2.5,,,,
OM25062700006552,1521662,热鲜猪肝(精品),KG,0.26,,,,2.8,,,,
OM25062700007678,1349855,鲜猪肉馅（前腿）,KG,0.5,,,,1.8,,,,
OW25062600000205,1215421,腊肉B,KG,3.0,,,,3.0,,,,
OW25062700000022,899687,[彩食鲜]长丝瓜,KG,2.2,,,,2.9,,,,
OM25062700000728,1271536,[彩食鲜]空心菜,KG,2.0,,,,7.0,,,,
OM25062700001729,1255719,新藕,KG,0.74,,,,2.5,,,,
OM25062700001673,1288652,老姜（清洗）,KG,2.52,,,,3.5,,,,
OM25062700001742,1922734,糯米烧麦50g*6,包,5.0,15.0,8.0,10.0,,,,,
OM25062700003857,1182504,鲜纤排切块,KG,7.46,,,,2.8,,,,
OM25062700005136,1051645,红苋菜,KG,6.28,,,,7.0,,,,
OM25062700005136,1191435,蒜米机剥,KG,5.0,,,,2.5,,,,
OM25062700005767,614,生姜湿,KG,1.19,,,,2.5,,,,
OM25062700007409,563,苦瓜,KG,10.16,,,,2.0,,,,
OM25062700007091,949923,仔姜,KG,5.08,,,,2.5,,,,
OM25062700005893,1070686,彩食鲜黄豆,KG,2.5,,,,1.8,,,,
OM25062700007722,266092,魔芋,KG,2.0,,,,2.5,,,,
OM25062700002570,1290408,[彩食鲜]老姜,KG,0.77,,,,4.0,,,,
OW25062800000074,1444743,红壳鸡蛋,KG,3.7,,,,2.0,,,,
OM25062800001768,1659976,沁园经典菠萝包面包（直送码）,袋,60.0,,,,,,0.8,0,
OM25062800002222,852410,[彩食鲜]西红柿,KG,19.84,,,,2.5,,,,
OM25062700006803,1182504,鲜纤排切块,KG,5.06,,,,2.8,,,,
OM25062900000261,953467,白萝卜,KG,1.14,,,,2.0,,,,
OM25062700007624,2014890,小米 1kg,袋,1.0,15.0,5.0,20.0,,,,,
OM25062900000231,846491,彩食鲜糯玉米粒,KG,0.0,,,,3.5,,,,
OM25062900001309,1630595,冬瓜(切),KG,10.49,,,,3.5,,,,
OM25062900000357,607,芹菜,KG,5.68,,,,4.0,,,,
OM25062700007627,2014737,黄豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900000377,1521662,热鲜猪肝(精品),KG,2.0,,,,2.8,,,,
OM25062700000717,2021132,红油桃(125-160g),KG,14.0,,,,2.5,,,,
OM25062900001362,1185789,鲜猪肉馅(3肥7瘦),KG,2.56,,,,1.8,,,,
OM25062900001362,1538224,花生米0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900000524,852439,[彩食鲜]黄瓜,KG,2.06,,,,2.0,,,,
OM25062900001777,1630595,冬瓜(切),KG,2.29,,,,3.5,,,,
OM25062700006442,1302497,沙地蜜薯（小）,KG,22.2,,,,1.5,,,,
OM25062900000937,1466044,草鱼(活杀)(杀前2-2.5斤/条),KG,9.6,,,,1.8,,,,
OM25062700000975,1347228,[彩食鲜]黄皮美人椒,KG,1.04,,,,5.0,,,,
OM25062900000991,1232928,鸡蛋水面（细面）,KG,2.54,,,,2.5,,,,
OM25062900001997,1166246,[彩食鲜]上海青,KG,2.12,,,,7.0,,,,
OM25062900003031,1532153,薄豆干（KG）,KG,1.0,,,,2.5,,,,
OM25062900003086,1652123,老姜（去皮）,KG,1.56,,,,3.5,,,,
OM25062900000985,1185789,鲜猪肉馅(3肥7瘦),KG,1.0,,,,1.8,,,,
OM25062900000991,852432,[彩食鲜]青椒,KG,6.53,,,,5.0,,,,
OM25062900003068,1116454,蒜苗,KG,0.25,,,,4.0,,,,
OM25062900003159,1191435,蒜米机剥,KG,1.17,,,,2.5,,,,
OM25062900003159,1347140,[彩食鲜]苦茭,KG,0.5,,,,4.0,,,,
OW25062900000103,999143,青椒,KG,2.06,,,,5.0,,,,
OM25062900002164,787523,[彩食鲜]莴笋杆,KG,2.13,,,,2.5,,,,
OM25062900003160,1279167,[彩食鲜]绿豆芽,KG,7.7,,,,4.5,,,,
OW25062900000103,1498150,鲜香菇（去根）,KG,2.12,,,,3.5,,,,
OM25062900002253,1271493,[彩食鲜]胡萝卜,KG,1.07,,,,2.0,,,,
OM25062900003213,2014583,多晶黄冰糖0.5kg,袋,1.0,7.0,7.0,20.0,,,,,
OM25062900002311,614,生姜湿,KG,1.6,,,,2.5,,,,
OM25062900003430,1226140,手工老豆腐（泹水老豆腐）1kg,包,1.0,20.0,20.0,3.6,,,,,
OM25062900000542,1527517,[太合]冻鸡大胸9.8kg/箱,箱,1.0,44.0,30.0,15.0,,,,,
OM25062900003573,1064285,[彩食鲜]油麦菜,KG,10.36,,,,7.0,,,,
OM25062900002311,1064285,[彩食鲜]油麦菜,KG,5.3,,,,7.0,,,,
OM25062900002311,1552112,[彩食鲜]白莲藕（中段）,KG,0.5,,,,2.5,,,,
OM25062900002438,1064285,[彩食鲜]油麦菜,KG,7.86,,,,7.0,,,,
OM25062900002442,1179974,白面条（韭菜叶面）,KG,2.56,,,,2.5,,,,
OW25062900001095,1504064,彩食鲜冻鸭脯肉丁,KG,1.72,,,,2.5,,,,
OW25062900001095,563,苦瓜,KG,1.22,,,,2.0,,,,
OM25062900003613,1610820,冷鲜梅花肉(黑猪),KG,0.0,,,,1.5,,,,
OM25062900003650,1465978,草鱼(杀净)(杀前2-3斤/条),KG,2.5,,,,1.8,,,,
OM25062900003673,1694671,冷鲜里脊肉(黑猪),KG,1.54,,,,1.5,,,,
OM25062900003725,1275567,鲜三黄鸡（烧毛）,KG,4.78,,,,2.5,,,,
OM25062900003748,1643148,鲜粉条,KG,3.52,,,,2.5,,,,
OM25062900002293,635773,冻鸡带皮腿肉(乇乇肉)(11.4/箱),KG,3.8,,,,2.5,,,,
OM25062900002569,1191435,蒜米机剥,KG,0.56,,,,2.5,,,,
OM25062900003613,1796329,海白虾(全活)(30-40头/斤),KG,2.5,,,,6.0,,,,
OM25062900003725,1630595,冬瓜(切),KG,3.81,,,,3.5,,,,
OM25062700006431,1186508,鲜猪肉馅（梅花肉）,KG,5.5,,,,1.5,,,,
OM25062900003859,1362853,鲜姜芽,KG,15.16,,,,2.5,,,,
OM25062800000551,7247,百岁山饮用天然矿泉水570ml,瓶,120.0,21.0,6.0,6.0,,,,,
OM25062900002955,1485969,冻鸡爪(40-50g),KG,1.08,,,,4.5,,,,
OM25062900003245,268013,海天红烧酱油500ml,瓶,1.0,20.5,6.0,6.0,,,,,
OM25062700007768,856791,金龙鱼面包用高筋小麦粉2.5kg,袋,2.0,33.0,23.0,6.0,,,,,
OM25062900001987,443018,太太乐味精2.5kg,包,1.0,33.0,23.0,4.0,,,,,
OM25062900000521,1620626,老盐菜500g,包,6.0,16.0,11.0,3.0,,,,,
OM25062900001997,7723,李锦记蒸鱼豉油410ml,瓶,1.0,24.0,5.0,5.0,,,,,
OM25062900000535,900241,金龙鱼餐饮专用非转基因大豆油10L,桶,20.0,23.0,23.0,42.0,,,,,
OM25062900002292,1708887,酒都泡酸菜2.5KG,袋,2.0,21.0,3.5,32.0,,,,,
OM25062900003031,246973,双塔龙口粉丝320g,包,10.0,27.0,18.0,4.0,,,,,
OM25062900005005,1145009,晓蜜25号哈密瓜(1.5-2kg),KG,2.49,,,,2.5,,,,
OM25062900005005,1362222,[彩食鲜]牛心菜,KG,5.1,,,,4.0,,,,
OM25062900002999,1630504,[彩食鲜]小黄葱,KG,0.5,,,,4.0,,,,
OM25062900002843,1211160,[彩食鲜]朝天椒,KG,0.26,,,,5.0,,,,
OM25062900002836,1700370,松散甘蓝去毛叶,KG,8.02,,,,2.8,,,,
OW25062800000074,2045160,五香蒸肉粉500g,包,2.0,21.0,15.0,1.2,,,,,
OM25062700007409,101229,一级保宁醋（金标）430ml,瓶,20.0,24.0,5.0,5.0,,,,,
OM25062800000551,1589667,天友百特有机4.0g纯牛奶250ml*12,提,11.0,32.0,21.0,18.0,,,,,
OM25062900001570,8240,窝窝醪糟 600g,瓶,2.0,10.0,10.0,14.0,,,,,
OM25062700005018,300652,外祖母甜面酱400g,瓶,3.0,8.0,8.0,13.0,,,,,
OM25062900000473,956073,正大糯米猪肉烧麦(24只)600g,袋,1.0,20.0,4.0,9.0,,,,,
OM25062700007388,347640,金龙鱼芝麻油400ml,瓶,12.0,25.0,5.5,5.5,,,,,
OM25062700002570,308062,太太乐芝麻香油405ml,瓶,15.0,6.5,6.5,26.5,,,,,
OM25062900002993,1271554,[彩食鲜]平菇,KG,1.02,,,,4.5,,,,
OW25062900001092,1469242,大红西红柿,KG,4.0,,,,2.5,,,,
OM25062900003983,2012263,红油桃(70-100g),KG,2.26,,,,2.5,,,,
OM25062900003940,846698,[彩食鲜]豇豆,KG,3.02,,,,3.5,,,,
OM25062900003965,1132965,香葱带泥,KG,1.02,,,,6.0,,,,
OM25062900005135,1070675,彩食鲜腐竹,KG,0.5,,,,6.0,,,,
OM25062900005135,846698,[彩食鲜]豇豆,KG,1.0,,,,3.5,,,,
OM25062900005005,2014685,大白豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900005166,1271536,[彩食鲜]空心菜,KG,2.1,,,,7.0,,,,
OM25062900005166,949923,仔姜,KG,1.18,,,,2.5,,,,
OM25062900003859,1538210,绿豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900004078,2007098,[彩食鲜]粉莲藕,KG,8.0,,,,2.5,,,,
OM25062900004271,270277,生蚝（个）,个,10.0,,,,,,0.2,0,
OM25062900004275,1130847,土豆（切片）1.5kg,袋,10.0,,,,,5.25,,,
OM25062900005343,1099546,薄荷叶（清洗）100g,份,2.0,,,,,0.35,,,
OM25062900005327,1099517,大蒜（去皮）2.5kg,份,1.0,,,,,8.75,,,
OM25062900004328,787458,[彩食鲜]香菜,KG,0.3,,,,6.0,,,,
OM25062900005399,1064285,[彩食鲜]油麦菜,KG,7.9,,,,7.0,,,,
OM25062900005443,1347228,[彩食鲜]黄皮美人椒,KG,4.06,,,,5.0,,,,
OM25062900004377,1483637,冷鲜五花肉(烧毛),KG,3.09,,,,1.5,,,,
OM25062900004417,1996188,热鲜跑山鸡去头去尾去爪净膛,KG,7.5,,,,2.5,,,,
OM25062900004417,852439,[彩食鲜]黄瓜,KG,10.26,,,,2.0,,,,
OM25062900005582,1226146,冲浆嫩豆腐 1kg,包,3.0,20.0,20.0,3.6,,,,,
OM25062900004518,1191435,蒜米机剥,KG,7.66,,,,2.5,,,,
OM25062900004519,1009530,彩食鲜干八角,KG,1.5,,,,9.0,,,,
OM25062900003748,1226146,冲浆嫩豆腐 1kg,包,10.0,20.0,20.0,3.6,,,,,
OM25062900005005,1438154,红蜻蜓压榨一级非转菜籽油20L,桶,2.0,25.0,25.0,47.5,,,,,
OM25062900002067,1447945,香葱小花卷120g约4-5个(D+2),包,15.0,10.0,2.0,10.0,,,,,
OM25062900004460,1180405,鲜脊骨切块（长约3cm）,KG,6.0,,,,2.8,,,,
OM25062900004460,1279445,土豆(5两以上),KG,8.23,,,,1.5,,,,
OM25062900004485,1174731,鲜猪肉馅(5肥5瘦),KG,7.52,,,,1.8,,,,
OM25062900004496,1258024,本地白壳蛋,KG,22.8,,,,2.0,,,,
OM25062900005597,1610820,冷鲜梅花肉(黑猪),KG,1.26,,,,1.5,,,,
OM25062900004514,1611766,[彩食鲜]进口香蕉,KG,1.54,,,,4.5,,,,
OM25062900004530,1424577,空心菜,KG,6.38,,,,7.0,,,,
OM25062900005633,1613281,库尔勒香梨(80-100g),KG,6.28,,,,2.5,,,,
OM25062900004580,1362929,热鲜二刀肉(烧毛),KG,2.24,,,,1.8,,,,
OM25062900004460,867338,桥头-老火锅底料500g,袋,20.0,13.0,13.0,4.5,,,,,
OM25062900004327,1533144,金沙河鸡蛋挂面把装（粗）2kg,把,5.0,25.0,12.0,10.0,,,,,
OM25062900005012,348726,亨氏番茄沙司320g,袋,3.0,21.0,10.0,4.0,,,,,
OM25062900002993,172060,梅林午餐肉(上海）340g,罐,2.0,10.0,5.0,9.0,,,,,
OM25062900004563,1182462,红蜻蜓物理压榨一级菜籽油5L,瓶,8.0,34.0,14.0,14.0,,,,,
OM25062900004580,1902087,白心火龙果(500-600g),KG,4.08,,,,2.0,,,,
OM25062900005626,1226146,冲浆嫩豆腐 1kg,包,5.0,20.0,20.0,3.6,,,,,
OM25062700006431,1271554,[彩食鲜]平菇,KG,4.9,,,,4.5,,,,
OM25062900005810,295616,桥头香辣烧鸡公160g,袋,2.0,26.2,17.5,1.0,,,,,
OM25062900005810,1227711,野山椒500g,包,2.0,23.0,15.0,3.0,,,,,
OM25062900005719,1071584,胖子麻辣鱼310g,袋,3.0,25.0,16.0,1.0,,,,,
OM25062900005510,1564731,热鲜瘦肉后腿,KG,0.95,,,,1.8,,,,
OM25062800003739,1362923,鲜梅花肉（去里脊）,KG,7.48,,,,1.8,,,,
OM25062700006442,1478294,峰仔白色恋人330g*14,箱,2.0,40.0,15.0,22.0,,,,,
OM25062900004530,1424577,空心菜,KG,8.62,,,,7.0,,,,
OM25062900004530,101229,一级保宁醋（金标）430ml,瓶,2.0,24.0,5.0,5.0,,,,,
OM25062700004040,1177127,万弗鲜箤藤椒油5L,桶,1.0,34.0,14.0,14.0,,,,,
OM25062900004820,897812,香安一乌鸡汤炖料350g,袋,9.0,28.0,20.0,5.0,,,,,
OM25062900003678,1538142,去皮白芝麻0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900004879,1035251,思念白糯小圆子500g,袋,1.0,20.0,4.0,8.0,,,,,
OM25062700006431,857174,[彩食鲜]白玉菇150g,包,48.0,,,,,0.675,,,
OM25062900004894,1064293,[彩食鲜]白菜,KG,2.88,,,,7.0,,,,
OM25062700006431,857174,[彩食鲜]白玉菇150g,包,48.0,,,,,0.675,,,
OM25062900004933,1099517,大蒜（去皮）2.5kg,份,1.0,,,,,8.75,,,
OM25062700007091,631750,正大玉米黄鸡蛋,KG,21.0,,,,2.0,,,,
OM25062900006047,1347228,[彩食鲜]黄皮美人椒,KG,0.56,,,,5.0,,,,
OM25062700006803,949923,仔姜,KG,9.49,,,,2.5,,,,
OM25062900006042,1362929,热鲜二刀肉(烧毛),KG,1.22,,,,1.8,,,,
OM25062900006039,1456901,冻带皮巴沙鱼柳(300-400) 8成,KG,2.5,,,,2.5,,,,
OM25062700001639,804736,天友低脂无蔗糖酸牛奶160g,杯,15.0,8.0,8.0,12.0,,,,,
OM25062800005133,1643117,鲜粉条（粗）,KG,5.02,,,,2.5,,,,
OM25062900000362,1307035,热鲜牛后腿肉,KG,2.4,,,,2.3,,,,
OM25062900003788,1004285,酱香鸭,KG,0.55,,,,2.5,,,,
OM25062900004519,324304,食用碱,KG,5.0,,,,2.5,,,,
OM25062900003965,1349737,冷鲜大肠去油,KG,10.96,,,,2.5,,,,
OM25062900000330,1291549,热鲜去油猪肚,KG,9.0,,,,2.8,,,,
OM25063000002185,906796,[鲜伊品]宫爆鸡丁,KG,136.0,,,,3.0,,,,
TOW0M9250623001478,69044,蒙牛特仑苏纯牛奶250ml*12,提,31.0,32.0,21.0,18.0,,,,,
OM25062700000640,1436168,大蒜（直径6.5cm以上）,KG,2.61,,,,2.5,,,,
OM25062700000975,1349855,鲜猪肉馅（前腿）,KG,0.26,,,,1.8,,,,
OM25062700003369,1131113,青小米椒,KG,1.04,,,,5.0,,,,
OM25062700002601,787458,[彩食鲜]香菜,KG,1.06,,,,6.0,,,,
OW25062700001096,1922941,童年小白糕220g（约10个）,包,10.0,10.0,2.0,13.0,,,,,
OM25062700003786,1440759,西瓜红红薯,KG,12.5,,,,2.5,,,,
OM25062700003840,1191435,蒜米机剥,KG,5.01,,,,2.5,,,,
OM25062700004669,1140523,[彩食鲜]白萝卜,KG,15.82,,,,2.0,,,,
OM25062700004669,456,平包甘蓝,KG,6.58,,,,2.8,,,,
OM25062700006017,1133453,香葱水洗,KG,0.5,,,,6.0,,,,
OM25062700007150,1532153,薄豆干（KG）,KG,1.0,,,,2.5,,,,
OM25062700007279,852432,[彩食鲜]青椒,KG,6.83,,,,5.0,,,,
OM25062700007091,911668,[彩食鲜]上海青苗,KG,7.7,,,,7.0,,,,
OM25062700007383,1420038,圆西葫芦,KG,4.1,,,,2.9,,,,
OM25062700005771,2007068,[彩食鲜]大青椒,KG,7.53,,,,5.0,,,,
OM25062700007031,1639272,鲜青菜块咸菜 麻辣味,KG,10.0,,,,2.5,,,,
OM25062700007696,532,毛豆,KG,1.6,,,,3.5,,,,
OM25062700006676,1064285,[彩食鲜]油麦菜,KG,7.8,,,,7.0,,,,
OM25062700002570,1736172,热鲜牛肋条（去骨）,KG,0.0,,,,2.3,,,,
OM25062800002520,1271493,[彩食鲜]胡萝卜,KG,2.08,,,,2.0,,,,
OM25062700007802,852439,[彩食鲜]黄瓜,KG,17.8,,,,2.0,,,,
OM25062700006803,570,南瓜,KG,20.0,,,,1.6,,,,
OM25062800000599,1166024,[彩食鲜]西兰花,KG,6.38,,,,5.0,,,,
OM25062700006552,1271499,[彩食鲜]平包甘蓝,KG,9.4,,,,2.8,,,,
OM25062700006594,1799267,本地四季豆（去筋）,KG,4.02,,,,3.5,,,,
OM25062700007678,1275597,热鲜土母鸡切块(约3*3cm),KG,5.04,,,,2.5,,,,
OW25062700001096,2007066,[彩食鲜]西红柿（大）,KG,9.16,,,,2.5,,,,
OM25062700005018,899687,[彩食鲜]长丝瓜,KG,3.1,,,,2.9,,,,
OM25062700004395,1165949,[彩食鲜]沙地蜜薯,KG,7.6,,,,1.5,,,,
OM25062700004711,1630504,[彩食鲜]小黄葱,KG,0.25,,,,4.0,,,,
OM25062700006006,2007170,[彩食鲜]嫩南瓜,KG,10.14,,,,1.6,,,,
OM25062700006431,1166024,[彩食鲜]西兰花,KG,10.06,,,,5.0,,,,
OM25062700007492,479,白金针菇,KG,4.2,,,,4.5,,,,
OM25062700005771,1532153,薄豆干（KG）,KG,12.5,,,,2.5,,,,
OM25062700007689,1271493,[彩食鲜]胡萝卜,KG,0.27,,,,2.0,,,,
OM25062700005980,1116454,蒜苗,KG,5.07,,,,4.0,,,,
OM25062700007689,852410,[彩食鲜]西红柿,KG,4.0,,,,2.5,,,,
OM25062700007769,1447960,香菇青菜包80g*3,包,5.0,15.0,8.0,10.0,,,,,
OM25062700000975,1280747,冷鲜三黄鸡切块(约4*4cm),KG,13.06,,,,2.5,,,,
OM25062800000105,1198699,蓝莓(14-16mm) 125g/盒,盒,13.0,,,,,0.4,,,
OM25062700007768,2014732,聚行家紫米0.1kg,袋,1.0,12.0,4.0,3.0,,,,,
OM25062700006781,266092,魔芋,KG,3.0,,,,2.5,,,,
OM25062700006456,757082,冻鸡大胸,KG,7.06,,,,2.5,,,,
OM25062700006594,1566521,冷鲜五花肉(精品)(烧洗),KG,4.99,,,,1.5,,,,
OM25062700005370,2014729,白砂糖2.5kg,袋,1.0,23.0,9.0,20.0,,,,,
OM25062800002683,2014853,白砂糖5kg,袋,1.0,23.0,9.0,40.0,,,,,
OM25062900001261,1179974,白面条（韭菜叶面）,KG,4.02,,,,2.5,,,,
OM25062900000357,1483168,冻带鱼(500-700g/条),KG,3.12,,,,2.5,,,,
OM25062900000362,1347228,[彩食鲜]黄皮美人椒,KG,7.06,,,,5.0,,,,
OM25062900000357,2007160,[彩食鲜]折耳根,KG,0.54,,,,2.0,,,,
OM25062900001452,457,白菜,KG,11.2,,,,2.8,,,,
OM25062900001504,1065509,黄豆芽,KG,1.1,,,,5.0,,,,
OM25062900001570,852439,[彩食鲜]黄瓜,KG,2.1,,,,2.0,,,,
OW25062900000026,852439,[彩食鲜]黄瓜,KG,6.78,,,,2.0,,,,
OW25062900001075,1099506,青小米椒（去把）450g,份,1.0,,,,,1.575,,,
OM25062700006552,1271499,[彩食鲜]平包甘蓝,KG,18.98,,,,2.8,,,,
OM25062900000995,1271536,[彩食鲜]空心菜,KG,8.2,,,,7.0,,,,
OM25062900002067,1122774,鲜瘦肉前腿切丝（约3mm）,KG,2.5,,,,1.8,,,,
OM25062900001997,1051645,红苋菜,KG,2.14,,,,7.0,,,,
OM25062900003025,1420038,圆西葫芦,KG,4.1,,,,2.9,,,,
OM25062900003058,1559505,红皮洋葱,KG,1.0,,,,2.0,,,,
OM25062900003213,1313068,热鲜牛霖,KG,2.59,,,,2.3,,,,
OM25062900003229,1284806,[彩食鲜]小米椒,KG,0.51,,,,5.0,,,,
OM25062900003245,614,生姜湿,KG,1.57,,,,2.5,,,,
OM25062900002164,671420,[彩食鲜]木耳菜,KG,7.6,,,,7.0,,,,
OM25062900002293,264396,红美人椒,KG,0.56,,,,5.0,,,,
OM25062900003264,1360059,[彩食鲜]土豆(3两以上),KG,20.13,,,,1.5,,,,
OM25062900002442,1639288,黄晶皮蛋（鸭蛋皮蛋）,个,60.0,,,,,,0.1,0,
OM25062900002507,1922727,绿豆方糕85g*3,包,20.0,15.0,8.0,10.0,,,,,
OM25062900002536,1064285,[彩食鲜]油麦菜,KG,1.6,,,,7.0,,,,
OM25062900003573,1159490,鲜肥膘去皮,KG,5.06,,,,1.8,,,,
OM25062900003068,2014685,大白豆0.5kg,袋,1.0,12.0,13.0,5.0,,,,,
OM25062900003470,1284792,[彩食鲜]独头蒜,KG,2.55,,,,2.5,,,,
OM25062900003506,2014210,水蜜桃(250-300g),KG,4.0,,,,2.5,,,,
OM25062900002616,1290408,[彩食鲜]老姜,KG,1.61,,,,4.0,,,,
OW25062900000095,949923,仔姜,KG,1.6,,,,2.5,,,,
OW25062900001097,566,地冬瓜,KG,5.17,,,,1.6,,,,
OM25062900002572,1631663,白砂糖500g,份,1.0,19.0,12.0,4.0,,,,,
OM25062900003577,1258024,本地白壳蛋,KG,7.76,,,,2.0,,,,
OM25062900002710,1991234,米蕉(100g-150g),KG,4.05,,,,4.5,,,,
OM25062900003725,1415284,肉丝瓜,KG,3.04,,,,2.9,,,,
OM25062900003748,608,大葱带叶,KG,2.5,,,,4.5,,,,
OM25062700004913,1038807,伊利舒化无乳糖低脂型牛奶220ml*12,提,8.0,32.0,21.0,18.0,,,,,
OM25062700004886,304755,南泉甜面酱380g,瓶,1.0,11.0,7.0,7.0,,,,,
OW25062900001075,1747107,元宝牌(彩食鲜甄选)东北珍珠米25kg,袋,1.0,63.0,33.0,12.0,,,,,
OM25062700006632,1186658,松花江情珍珠米24kg,袋,1.0,63.0,33.0,12.0,,,,,
OM25062900001908,1558223,中粗辣椒面（500g/袋）,袋,2.0,21.0,17.0,1.0,,,,,
OM25062700004040,96420,李锦记排骨酱240g,瓶,3.0,10.0,7.0,7.0,,,,,
OM25062700006442,1279167,[彩食鲜]绿豆芽,KG,8.98,,,,4.5,,,,
OM25062900003788,1232928,鸡蛋水面（细面）,KG,1.54,,,,2.5,,,,
OM25062900003788,2037409,妃子笑荔枝(13-18g),KG,2.65,,,,7.0,,,,
OM25062700006431,671420,[彩食鲜]木耳菜,KG,11.78,,,,7.0,,,,
OM25062900003863,614,生姜湿,KG,1.54,,,,2.5,,,,
