销售订单,计划发货日期,子客户编码,子客户名称,子客户地址,经纬度,经纬度1,地址code
OW25062900000091,2025-06-30,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900000095,2025-06-30,Z028687,丽苑大酒店-西餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900000103,2025-06-30,Z050017,重庆万泰建设-万科白鹤岭项目,重庆市-沙坪坝区-覃家岗街道G75(兰海高速)重庆市沙坪坝区学灯路5号7幢2-1,29.575523,106.459735,58640
OW25062900000106,2025-06-30,Z028447,丽苑大酒店-员工餐厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900000124,2025-06-30,Z073098,重庆市巴南区芸峰兰亭幼儿园,巴南区芸兴路303号,29.450315,106.554186,57281
OW25062900000145,2025-06-30,Z039087,重庆大江建设工程集团有限公司-客餐,重庆市重庆市渝北区重庆市渝北区金安路,29.63154,106.560191,56091
OW25062900000166,2025-06-30,104840,重庆品谷谷餐饮有限公司,重庆市重庆市沙坪坝区彩食鲜大厦食堂重庆彩食鲜食堂,29.676384,106.384825,23586
OW25062900000189,2025-06-30,Z096847,渝北区交巡警-两路大队,重庆市重庆市渝北区两路大队钥匙放在门口的直接拿钥匙开小门放回原处,29.726257,106.63687,52245
OW25062900000206,2025-06-30,Z028684,丽苑大酒店-宴会厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900000221,2025-06-30,Z084000,重庆百幼蒙养托育服务合伙企业（有限合伙）,重庆市重庆市渝北区重庆百幼蒙养托育服务合伙企业（有限合伙）,29.661553,106.532814,43482
OW25062900001003,2025-06-30,Z096843,渝北区交巡警-事故预防及处理大队,重庆市重庆市渝北区重庆市渝北区回兴街道双湖路147号货拿到2楼食堂 喊保安点货,29.694099,106.62299,52176
OW25062900001007,2025-06-30,110778,重庆拓达建设（集团）有限公司,重庆市重庆市南岸区重庆拓达建设(集团)有限公司南岸区学府大道54号附7号2楼,29.502594,106.579601,22341
OW25062900001029,2025-06-30,Z096841,渝北区交巡警-回兴大队,重庆市重庆市渝北区重庆市渝北区凯哥三支路99号门卫那里拿钥匙肉放在冰箱，拿了钥匙放回原处,29.700564,106.61362,52178
OW25062900001036,2025-06-30,106266,重庆市沙坪坝区华彩幼儿园,重庆市重庆市沙坪坝区凤天大道140号附近华彩艺术幼儿园,29.532843,106.457635,5804
OW25062900001038,2025-06-30,106266,重庆市沙坪坝区华彩幼儿园,重庆市重庆市沙坪坝区凤天大道140号附近华彩艺术幼儿园,29.532843,106.457635,5804
OW25062900001075,2025-06-30,109786,重庆市教育科学研究院,重庆市重庆市渝中区重庆市教育科学研究院,29.560878,106.549354,24462
OW25062900001084,2025-06-30,Z028684,丽苑大酒店-宴会厅,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900001088,2025-06-30,Z061098,丽苑大酒店-外卖,重庆市重庆市沙坪坝区丽苑大酒店重庆市沙坪坝区丽苑维景大酒店负一楼,29.561936,106.466603,23519
OW25062900001092,2025-06-30,Z078590,重庆嘉威啤酒有限公司,重庆市重庆市大渡口区重庆嘉威啤酒,29.455114,106.49045,39277
OW25062900001095,2025-06-30,Z076435,重庆东彭物业管理有限公司,重庆市重庆市渝北区渝北区财富中心山顶3号重庆渝北区财富大道14号山顶（中能建城乡投资重庆有限公司）,29.616892,106.519562,34898
OW25062900001097,2025-06-30,Z096846,渝北区交巡警-龙山大队,重庆市重庆市渝北区龙山大队送到食堂桌子上，不能放地上,29.595188,106.497532,52244
OW25062900001121,2025-06-30,111153,重庆皓春健康产业有限公司,"重庆市重庆市九龙坡区：重庆新壹城2号楼3楼养老公寓后厨
：重庆新壹城2号楼3楼养老公寓后厨",29.534557,106.498125,27710
OW25062900001145,2025-06-30,Z016497,重庆今瑜医药股份有限公司,重庆市重庆市南岸区龙翔路2号,29.478089,106.635165,16291
OW25062900001185,2025-06-30,Z096847,渝北区交巡警-两路大队,重庆市重庆市渝北区两路大队钥匙放在门口的直接拿钥匙开小门放回原处,29.726257,106.63687,52245
OW25062900001211,2025-06-30,Z084000,重庆百幼蒙养托育服务合伙企业（有限合伙）,重庆市重庆市渝北区重庆百幼蒙养托育服务合伙企业（有限合伙）,29.661553,106.532814,43482
